gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
MAPK13	5.9599424922773	4.41869446686024	740.119971659774	19491.181509384	2805881.55636453	71726628.4221662	1.47367532444425	65.4432010332004
ABI3	8.48626110144899	4.9577917905843	459.930286614147	19350.7001265553	1099012.44364946	49040241.5182051	1.10773248166649	64.9703306232145
GPSM3	7.39455951567917	8.73495197397319	298.212020507018	19261.8490694527	102202.775775506	13763698.1651167	0.439025597980114	64.6697835784183
ENSG00000248996	5.14681578020577	3.4723973467302	1069.66771092782	19116.8761211088	26144556.6862496	54223870.3938241	1.55587807695659	64.1868117455749
FIG4	3.21937475961853	5.33016428647867	1112.66228014455	19093.0581542019	5012025.44627485	66330333.4212416	1.42798084271155	64.10641766965
CYTH4	6.7424880049491	3.95633082918389	715.236687972295	19079.3056820783	3435031.49918894	65695171.4887918	1.39595868511779	64.0601386265006
CES1	11.1675713177846	4.93819849633995	345.5287276394	19055.1090465134	21471991.307498	50461768.7346741	1.436494346071	63.9790387205509
ACVRL1	9.36953042970729	7.59013214065398	266.655658482747	18963.4768909064	8181278.94199274	62299498.4600622	1.41554250571467	63.6713293459605
HLA-DMB	6.79513712644736	5.61814298796267	493.811428999523	18851.7707912826	5344683.26199027	64425264.1810742	1.40524843883235	63.2962609757602
ENSG00000255197	6.48466134611143	3.53791782285201	821.697209729926	18851.5408635715	30748874.1881589	50037500.8336808	1.56169978473855	63.2960142916378
NAGK	3.08403087131042	4.96603327568077	1229.3082377809	18827.3472990476	24250889.9462785	54930676.7991755	1.53929954983167	63.2147133998451
ANKRD44	3.38564221685264	5.63778224798972	983.805420303733	18778.3993282084	1709506.33275619	56521966.0477006	1.23373732496643	63.0493532251864
GUSB	2.75514779640307	3.6719081615245	1837.290235782	18587.221675558	4555632.77873153	71165800.7780085	1.49056414793049	62.4083697435796
DHRS9	8.14464415888837	6.95636037434783	327.79296906384	18571.7924356482	22643880.2824133	52176341.9004526	1.47776919097669	62.3565257960737
LDLRAP1	1.77975306034908	3.30020932504125	3155.22448466174	18532.3928968409	6227382.96250737	62565427.1397056	1.39104970172968	62.2239575484308
PI4K2A	2.97695473901144	4.83665482013761	1286.79627522938	18527.939370145	5969873.37226457	63631022.7175229	1.40279596443808	62.2090450428186
GRAP	5.61432103318913	3.33700374021981	984.953779530782	18453.1191912824	141866.858305985	55240691.278954	1.18997246402392	61.9571347816851
WDR86-AS1	9.53468181533592	3.63950453157265	531.750572629448	18452.5518942702	2329209.62981071	49934001.6736023	1.14132319790374	61.9550668491364
MBP	8.06316341151256	4.89632539371559	464.156784537512	18324.8503326126	1831372.58252398	52647651.9353146	1.17596177366692	61.5264473494651
CD33	6.34661684219938	3.39195360707001	850.715547936919	18313.7193150464	25335667.6033122	53349162.2597535	1.53234031675314	61.4902733720891
RNFT1	2.64477176398688	3.53039038369901	1960.37518204207	18304.1736367514	1524072.75022088	60352799.1082587	1.28887395269732	61.4574080207145
ARHGEF11	1.71788999727738	2.91910998952261	3636.36115871089	18235.2961278481	3097612.77082279	71894557.9628598	1.48021374827205	61.2268061488544
NAGLU	2.74378892121202	4.49220587274151	1470.24436047433	18121.7390222585	4320304.01641354	68221799.4566043	1.44523132080078	60.8454404610381
ITPK1	3.46699713130256	5.446258254807	957.580713816293	18081.1939228888	25441933.2869258	50850142.8488075	1.49864380231441	60.7094966616898
SLC36A1	2.25457189274533	3.75475821095589	2133.09739402505	18057.4636490575	6970708.98377533	75252773.7759881	1.5816536843396	60.6301050839978
SMCO4	4.306696552331	5.71625815650277	730.78289512964	17990.5516457359	30233412.2552159	51443716.4037701	1.57407928253151	60.4054342355933
SPON2	7.6288634403189	5.84706507860252	401.216160923727	17896.8330393542	3512495.52728291	48280107.5372955	1.13391393591261	60.0893125287827
IFI30	5.06795687701175	2.9621918740969	1187.10748079585	17821.166956123	21151600.4822569	56873255.3870474	1.52307508753196	59.8365833496055
LOC105378819	6.69799219748432	4.00334309776131	663.794510796382	17799.2255312319	25364342.0745111	53050185.675003	1.52854824590821	59.7629372051734
JAML	12.7182113332625	6.28236967907421	221.627119047464	17708.11878947	17193130.3058413	51804002.1000569	1.39402334375644	59.4566105144154
ECM1	4.05237745156907	3.06405348767699	1423.52663901326	17675.5050177798	6572487.85550055	64384770.5605748	1.42242651599985	59.3472108045014
RRBP1	2.2391803446836	3.20529557089695	2459.6473643245	17653.466760428	10617087.1280382	70158705.341547	1.56155248176976	59.2736882779822
ENSG00000279117	5.87174851741652	5.24802546151367	570.576748444239	17582.3714148638	779765.066018314	42495637.7904094	0.996318480106639	59.0331003401029
C2	5.73973292233719	4.34605632152606	694.917225427354	17334.8509444606	9892015.6155378	66060717.6042512	1.49384113728007	58.2037637373686
F5	7.04292325850502	3.71464964376838	656.616896703758	17178.4062437395	16913412.7801011	54838691.3719614	1.43388141477691	57.6783265478737
CNDP2	2.67832928876418	3.93163809024018	1627.84857711222	17141.6060039144	1953847.68643938	63514921.6467099	1.34231827625483	57.5544687329713
CAMK1D	3.63881250859844	4.72459921939043	987.481955653275	16976.7213862528	4036116.74764014	44390815.2849729	1.08036101508556	57.000017817988
TUBA1A	3.32255367905184	4.17956648343249	1217.35057719455	16905.1453808864	806195.1067658	52463554.145918	1.15710779598291	56.7599714872548
IL10RA	12.1163187071306	4.15024324271612	335.411643621322	16866.3991719232	719823.487274526	50339829.6176872	1.1223366950602	56.6297710886662
CDH23	7.18001916048196	6.09977531562639	383.619652627629	16801.1995130008	424746.793942659	29411325.9683739	0.762277147348666	56.4096657312962
ABHD6	2.86449858140112	4.91247511381039	1169.9122460182	16462.7453992235	2955080.15891203	67235748.6403427	1.41134706682941	55.2755440231072
PLXNC1	6.83688740195224	7.73873134650842	310.629764702672	16435.0589201593	3633081.67824148	60217420.7377651	1.31834423228654	55.1822792420259
PDXK	2.66445887600807	3.11521945528031	1971.01356290075	16360.149984098	11005089.7370598	68403321.5961483	1.54247355164693	54.9315379871573
CNR2	6.46069942018015	3.13248876805887	805.815286300749	16308.1448557463	1466178.30171883	50315893.6293518	1.13374791854638	54.7555675844208
GPX3	5.1087029004262	4.33793303515503	730.098408028409	16179.8649284317	5664521.79048295	64092860.7953121	1.40506621427274	54.3258009336173
PCSK5	4.2230585275676	4.88455113266204	783.975382700199	16171.6445268861	2931728.22916057	43702987.6818086	1.05142050376206	54.2970150605314
RAB5C	2.35529930949858	3.87218134886811	1772.86801609134	16168.8152469665	5554090.68911969	71226742.6021021	1.50555060773597	54.2890409079393
FES	7.37125285097914	5.80889911120521	377.606317917955	16168.6736232659	22559139.2431655	51227892.8695667	1.46304724616556	54.2884227333382
IMPDH1	2.13784673886923	3.30319840612724	2288.57444529566	16161.2992582753	21750418.8530434	52280305.9449523	1.46652480065304	54.2636762601819
SNX30	2.28976413747699	4.03747594475135	1741.37142292701	16098.7482895558	7812182.90859723	68448882.0903867	1.49820515540421	54.0537786183194
CFP	4.52056439984529	3.17340165201551	1116.91254331259	16022.7432033213	21795781.962687	55867014.6176652	1.51798290118991	53.7986711549247
NRROS	6.22803308386399	5.4505958245587	471.733555695424	16013.698960422	23427834.323311	54780316.9480797	1.52565052434482	53.7683324244213
ATP6V1F	2.63254714235472	3.90993651450863	1546.40062500078	15917.2442082676	5683235.4234264	67020508.1460408	1.44754932731541	53.4442401512895
RINL	4.52993975151591	4.48466948569818	781.352979719851	15873.4065743541	4131359.59581952	55347951.6548973	1.25271680147217	53.2964088001539
NFKBIE	2.5908692493473	2.89622998398347	2113.20015146894	15856.9324084203	20411158.3363142	53908890.4732589	1.47064936718002	53.2418313227262
RGS12	3.53332176215093	5.76997403511286	777.020848197578	15841.2598751147	3159722.1220077	63146398.6921332	1.35465809473898	53.188824096251
ENSG00000226441	10.2905425500048	4.71085882133037	324.852392869551	15747.9646789553	305699.230452503	11443837.3858931	0.389672377579472	52.8723619224978
ARPC5	2.16267569283637	2.99649810299004	2427.08426173537	15728.6069680838	6550282.9694823	66214261.4502774	1.44842087090074	52.8109263375419
ST6GAL1	5.98820883893241	3.73310577164154	702.703077375015	15708.6581442709	15867963.173656	46697526.128499	1.29918588158665	52.7434505991108
CEACAM3	10.3710275516221	5.08780018827432	297.614846752777	15703.8604602305	20917319.6605924	52423613.8166694	1.45667296483702	52.7278719445137
TBC1D2	3.76457666446297	2.86713175295643	1446.54941481441	15613.385052248	9238912.58639757	70495709.2150886	1.54703343173157	52.4244198606952
WDR7	2.37954418009062	4.30963582896898	1522.25425551261	15610.6699798757	3275198.61835967	69898706.9809283	1.454283520927	52.4149930855126
SLC27A1	2.56465025392208	2.97898134987991	2037.76289237116	15568.6007582429	2663340.3010377	68752803.3133801	1.42904408524514	52.2736682504923
FURIN	3.31942025725126	3.59077484190697	1299.0403404508	15483.639513103	23687303.0934238	53196706.3757645	1.50700705245308	51.9886873873443
ENSG00000269001	11.1688897591095	6.35217178602934	217.332018659404	15418.990921123	96762.4333940616	34791267.1553176	0.853155767953633	51.7694457867504
RNPEPL1	2.88265532943556	4.85344228084501	1090.95548737996	15263.341404151	20997276.2284892	56469179.5986295	1.51521868615679	51.2491023539468
PAPSS1	2.395334179009	4.05827011105079	1560.51583319603	15169.63881293	27682824.9222377	52282005.8362208	1.5502482269999	50.9346297994776
PEPD	2.69907873402112	4.29191763008239	1296.02849931152	15013.4839325665	3205496.72220088	65874786.8185937	1.39523279297398	50.4098464984227
DDAH2	3.47384756655534	4.03371119928409	1067.93650677925	14964.4579879016	25821035.1006919	53508441.6075863	1.54136938937001	50.2457410404654
CTSC	3.5759833586133	4.40051212581618	950.80343323382	14961.9931771453	27430963.3497979	52314981.7779733	1.54719161911201	50.2374854139763
MKNK1	2.84328165743517	4.91439963687903	1069.73481141474	14947.4284229558	541424.34493196	62426640.3516871	1.3051996552619	50.1877743378824
DECR1	3.57625010545424	4.81329412396744	868.066297890711	14942.4970824228	2454346.69935152	51271689.0575838	1.16423575718011	50.1707449575626
ALDH1A1	10.2425130630166	5.23586048465386	278.529738441265	14937.0957048544	8217625.7630946	67876471.7290015	1.49584257131165	50.1537240836221
FGD6	3.10483267520183	3.86975728584626	1239.09376625664	14887.6482419956	13614388.6379812	66666663.6187881	1.55465993975269	49.9879102924808
APOE	7.08635730994545	5.01150267818843	418.827273101838	14873.93802715	5413062.47053399	61375867.5692553	1.36175328092832	49.9412329790529
