gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
MELK	0	10.4089508071048	850.442864379413	0	1119072.79016909	55509889.6099683	1.20919537617882	0.00405966325992189
SUGCT	0	3.79207279845585	22.8586092111982	0	1111070.19387885	55378006.7054243	1.20704390978723	0.0040524400855392
HOXB4	0	3.62337295459711	2901.4859184659	0	3007732.47286823	53448834.192082	1.20654368250859	0.00405076065941443
PTPRK	0	7.00019726616991	466.574063405143	0	205423.812325127	56246154.6351748	1.20646692285247	0.00405050295221347
FANCD2	0	4.70266773543642	803.308399388489	0	1083138.92059686	55318460.5032169	1.20569773109242	0.00404792052460119
TEAD2	0	3.6719081615245	3799.29135741149	0	575875.368631595	55790011.9984892	1.20514799522551	0.00404607488199823
PLK4	0	6.80830106259028	11190.6115044379	0	486043.961849726	55848013.5897889	1.20465793869914	0.00404442960240607
IFT81	0	3.4448792503863	30.8923913194872	0	2319887.68553104	53994691.2713982	1.20435800515219	0.00404342262766489
UNKL	0	3.24533397993255	80.1662509596079	0	2292289.3616738	53980774.2990684	1.20371865110735	0.00404127610760943
UST	0	4.41034374000417	930.982217470199	0	664741.729801156	55445757.8735584	1.20121381999243	0.00403286657259971
FAM229B	0	3.07663417851254	343.270572657823	0	356809.035158977	55718177.1934395	1.2006663500251	0.00403102853736069
TMEM237	0	5.07699455416613	249.241135542754	0	119601.991337604	55953413.0492477	1.20063595958178	0.00403092650673055
LAMA5	0	5.55585762745934	105.613341835031	0	1040196.09407789	54955054.2391354	1.19943679713895	0.00402690052730016
LMNB2	0	3.32792182157528	1899.78948683584	0	1429894.43270095	54546014.5665026	1.19913847376025	0.00402589895841893
ESPN	0	4.16486131735109	4298.38862433578	0	2305751.55047931	53542962.7680649	1.19717588606837	0.00401930991143444
TNC	0	4.63521248627668	27.2832956343453	0	2473545.76869236	53229687.8485562	1.19492961397963	0.00401176844340529
KCNH3	0	7.63917675118782	522.443783460855	0	16041929.1821712	39404717.9338019	1.19096382224914	0.00399845398711316
KIF3C	0	4.05777283828903	380.009895118882	0	1681925.12690932	53723235.741674	1.19032213026114	0.00399629961782001
ISM1	0	3.16783239721463	146.725413315071	0	51288.638249944	55308395.4502505	1.18961855980487	0.00399393750232702
SATB2	0	3.94867966008293	23.1242910636358	0	2540320.73259592	52778265.5452883	1.18898259710638	0.0039918023681274
DNAH11	0	4.01072679522659	228.533390097364	0	1484749.24486638	53775442.4641121	1.1880787504305	0.0039887678600446
PEG10	0	4.62622855828035	321.230029557148	0	720060.357980729	54460755.3238145	1.18684971825242	0.00398464159817087
OLFM2	0	4.96751932262628	397.717120701082	0	3095203.29966829	52015327.8153518	1.18576104202099	0.00398098655698749
CDCA3	0	6.19491705797271	439.556300340019	0	85121.0563838605	55023662.4524536	1.1857339674386	0.00398089565878399
TONSL	0	3.86038144464575	13293.7067796809	0	604352.012836618	54436143.582333	1.18467583669752	0.0039773431687742
KNTC1	0	3.77696926032177	1195.73351008668	0	1363310.21158285	53601613.9701326	1.18350441858088	0.00397341033609568
DDIT4	0	4.02617375294403	140.063651409687	0	1404825.87012274	53451456.8390571	1.18181959735222	0.00396775384172241
CALD1	0	8.92562033641235	27.8000161777286	0	1778224.05146306	53039687.8442781	1.18122431632866	0.00396575528917393
NEIL3	0	8.24094283659602	771.090951836959	0	407.19120114216	54765215.6420956	1.18041292111989	0.00396303117081952
SEZ6L2	0	5.13806570195858	346.616013179786	0	3896650.60657378	50861690.3658175	1.1802999076859	0.00396265174786201
PTPRS	0	10.4062919672436	532.344861676605	0	824696.049800188	53911026.5998507	1.17994884773468	0.0039614731251067
CDK2	0	4.47418272273341	3276.5401713282	0	439264.141798054	54280171.0590807	1.17969602439487	0.00396062431469599
PRR7	0	5.81212409972092	89.6861352044379	0	2138305.57255164	52552097.7008443	1.1792453215224	0.00395911115815523
MYO10	0	5.72327958482931	356.01485893074	0	262320.28337323	54427463.6443258	1.17923570583061	0.00395907887514173
ZNF480	0	4.22222843346677	80.4296820211216	0	872028.199331275	53810839.6184479	1.17912832724639	0.00395871837021269
URB2	0	2.947162625555	308.662499656396	0	2260436.55012907	52343823.3579803	1.17790760415468	0.00395462000465195
PABPC1L	0	3.33523774702125	67.3203460331726	0	1603104.40839654	52901178.1989051	1.17635431905846	0.00394940511997612
HLTF	0	4.72407603035643	1090.76215694641	0	1431387.51636166	53058257.0948607	1.17612683070684	0.00394864136738385
ADAM19	0	3.74774244027355	2534.03988377932	0	2788595.25657133	51472240.4173643	1.17256869494697	0.00393669554514309
RALGPS2	0	3.62576264213471	1475.36979616315	0	4739953.74541147	49285946.6450814	1.16891091667509	0.00392441519049087
ZNF280C	0	3.39700573409684	2265.84114061764	0	545591.286828615	53389696.1428272	1.16749894679495	0.00391967474708575
ZWILCH	0	5.60562667094032	1444.81353278194	0	1863879.53329025	51932618.463065	1.16533498211027	0.00391240961185679
BRSK1	0	4.8621594562261	325.064569825698	0	1244006.16218783	52515354.9929344	1.16475569028233	0.00391046474025291
RECQL4	0	4.35965263739613	1476.37693771988	0	361769.087121351	53339882.1128639	1.16385525925937	0.00390744169963102
GUCY1B1	0	3.04296536588915	8.40851764739667	0	15708436.1816731	37821444.1764298	1.16117356575068	0.00389843837988134
KIF15	0	6.96790739456785	1769.35962580927	0	176020.943089462	53272871.6976084	1.15990834665316	0.00389419062671657
SCG5	0	3.50942239252289	48.2691506539221	0	2177115.86393675	51179866.5846336	1.15847184237081	0.00388936781332129
CKS2	0	4.46661557449352	649.103329807392	0	432626.554402891	52915919.1743547	1.15833994651618	0.00388892499591912
BAALC	0	4.01043473801731	290.095307176742	0	2579992.18362766	50712089.9650475	1.15745707010695	0.003885960891861
EVC	0	2.84741020833927	23.0757882034932	0	1593223.15295635	51679073.9657434	1.15714764526765	0.00388492205175579
HES1	0	4.39668477507494	1279.05601967648	0	2954204.00678227	50120215.2579661	1.15405119332753	0.00387452625267726
CHML	0	6.73203789157979	592.072823662511	0	1742653.35518393	51271916.0884245	1.15311400915065	0.00387137981973052
CCNF	0	4.33482011433952	433.672565342675	0	335087.497949994	52665969.8754284	1.15290238360795	0.00387066932376149
ABHD17C	0	3.3450359730399	129.174026972201	0	1022881.15854465	51780346.3533496	1.14980224755394	0.00386026115591106
CC2D2A	0	2.99007311437058	389.557341674742	0	1342236.5126815	51367607.2061487	1.14833772702971	0.00385534428285421
MYO6	0	3.34175870075603	452.174173036964	0	147525.687126903	52435501.8791803	1.14634772942594	0.00384866321185565
MAP1B	0	9.23527338957188	86.4090698826513	0	668424.103210055	51887777.3771586	1.14592660269952	0.00384724935208354
IGFBP3	0	2.98770399507274	273.96814453922	0	3238130.33515767	49106214.9630772	1.1425986811953	0.00383607643418396
MPP3	0	3.68848379746116	84.4617464853804	0	1693206.76095896	50589973.0630301	1.14163716844655	0.00383284832228663
APOBEC3B	0	4.43401212522767	100.298580662632	0	16168.8152469665	52189361.0601033	1.14041606824833	0.00382874869065631
WNK3	0	5.06328059987587	63.6674083459513	0	1201962.82083527	50996634.1033617	1.14030701798492	0.00382838257335502
SKA3	0	6.98034375988731	399.317245256106	0	0	52195746.8849671	1.14026218777111	0.00382823206370579
TRIB3	0	4.09144823899006	2169.58223773101	0	1462021.36372587	50698132.512498	1.13970226328647	0.00382635221459008
TOM1L1	0	3.64971447487423	84.8179599093339	0	1378113.93869091	50696725.6270346	1.13835972212276	0.00382184486603035
HMGB3	0	4.51753002030329	561.583948137059	0	3383137.98691046	48458970.4674497	1.13469423380554	0.00380953862624131
ANLN	0	11.2184551987638	1235.91879828671	0	397000.265773902	51355841.498331	1.13328707195013	0.00380481432494332
PUS7	0	3.29871329566607	2740.45152366045	0	796315.491995105	50873281.2395384	1.13197422049908	0.00380040665443238
ITGA1	0	3.87130139296115	193.377023229856	0	195587.21349965	51473096.574689	1.13195981925369	0.00380035830475459
STIL	0	5.69697018051248	745.730175376331	0	427197.216604408	51203647.7832354	1.13136286774804	0.0037983541438529
PAQR3	0	4.97700091043372	74.1949964651628	0	358699.273090718	51198958.4002268	1.13020790367454	0.00379447655276376
TRIM2	0	7.9594838388376	240.16139811786	0	2302207.06703547	49235196.503654	1.12988819402939	0.00379340318321088
NUP107	0	2.96418974756822	2112.11396303459	0	813480.659469233	50720951.8006084	1.12984129229034	0.00379324571877579
DCBLD2	0	5.19987351000886	169.556752862697	0	224441.552172666	51278278.4033697	1.12934063379347	0.00379156484491077
PFKM	0	5.49059186835323	298.220082352531	0	517343.245251046	50845093.6917863	1.1271248910961	0.00378412587400569
SH2D4A	0	4.45937888297221	17.7128908059529	0	1301273.67784379	50026640.5303092	1.12657935173093	0.00378229432042778
MCM8	0	6.33749117105366	962.177722750962	0	1113070.48460594	50074040.2444086	1.12435326451743	0.00377482061960816
SLC22A17	0	2.95652212843385	606.804209247398	0	32332.9536771612	51111985.3357182	1.1236763813114	0.00377254810191837
WDHD1	0	3.65579375138654	1620.23563948195	0	964483.132298059	50062367.2724	1.12181747956079	0.00376630716245615
LAMA3	0	3.26721435047397	32.2976736464916	0	1062490.62263605	49962473.3877843	1.12178761804542	0.00376620690760964
RAB36	0	3.03951220662121	2758.71123439826	0	1039133.74799488	49929102.6442804	1.1208894785725	0.0037631915604686
SNAI1	0	4.60324905496067	1473.48576094634	0	601990.091659566	50239669.4873789	1.11888444273152	0.003756460001203
NGFR	0	2.8784107238727	54.9559023932022	0	1892262.04735325	48876350.1860969	1.11772670274931	0.00375257309048294
WDR62	0	5.52920744908875	294.567192424447	0	238453.792102095	50529945.3378119	1.11772332455263	0.00375256174877487
CSPG4	0	4.3926368953727	45.8355120918177	0	3108098.70236082	47613648.7894239	1.11698368979757	0.00375007855366841
RAD54L	0	6.40906834651643	197.804314752506	0	278861.033769219	50385199.4704669	1.11606883253638	0.00374700707945962
SYN1	0	2.97651584721394	162.825320985058	0	795942.572465743	49789343.503689	1.11481907861814	0.00374281124794572
EREG	0	3.32993685999113	81.8229510803584	0	1029685.59123473	49525677.9129116	1.11434421515379	0.003741216976418
ALMS1	0	3.03066270027563	3952.17625200047	0	1122844.19258752	49286996.1163289	1.11203367667096	0.00373345974514324
CDC45	0	6.21097120926375	787.895094505257	0	70209.9018670159	50322582.8838721	1.11176288322173	0.00373255060321421
ARHGEF4	0	3.41616719089028	507.931121747113	0	139146.675505201	50248107.3563622	1.11167489669446	0.00373225520374514
LGR4	0	3.59029751048638	277.469869814997	0	2850369.24426026	47533491.4496171	1.11162099008635	0.00373207422167994
KCNH2	0	3.10565449099459	999.944765696066	0	415061.108903202	49945221.5517192	1.11124640109373	0.00373081660425861
CNN3	0	8.87019352325849	315.621648718861	0	259625.03598905	50094638.4484547	1.11115076535539	0.00373049552389316
SLC4A3	0	6.14722716744194	335.771021288315	0	2628838.77083589	47643646.9544135	1.10985112130813	0.00372613219494433
ARHGAP5	0	4.10334780047949	565.172747100524	0	137512.254042685	50122800.5808241	1.10965761439559	0.00372548252912619
DIAPH3	0	9.02864132484298	1681.86481587398	0	13761.8043354944	50037172.4698961	1.10632716114933	0.00371430111134284
ITGA2	0	6.14527637723299	14.6606941326599	0	167260.311777304	49881818.6280352	1.10629763209586	0.00371420197267937
FAM171A1	0	9.13320201752893	5341.22762121298	0	2232254.37515991	47745649.9678436	1.10516460292255	0.00371039802420429
CDC25A	0	6.7289761404851	917.927838721954	0	251301.416061616	49665611.5491718	1.10419332106441	0.0037071371142205
MSRB3	0	6.71971438257921	7.21712864687134	0	297607.61734391	49408757.7101253	1.10083781315628	0.00369587157976563
BLM	0	4.71940179635051	2192.76087521923	0	337812.07448574	49350376.9369602	1.10054794993446	0.00369489841439039
FLJ22447	0	3.17736018758269	62.5744563101955	0	284960.372441464	49378127.5872643	1.10014760704296	0.00369355433273079
CCNB2	0	6.37309411552853	535.523538850593	0	22478.7127748185	49389562.2014046	1.09614047267144	0.00368010107570871
PPP1R13L	0	3.32695607297684	6107.3164970682	0	1017787.38675487	48374718.033665	1.0958284145158	0.00367905339470169
LOXL1	0	5.85309908110653	69.7401152750534	0	2266631.95146302	47114267.7336522	1.09564300922065	0.00367843092865547
IFRD1	0	3.23958420526404	113.67057773651	0	935287.818206147	48419395.9549581	1.09522415681937	0.0036770247045346
TPPP	0	3.76593040314373	183.545020901343	0	207137.238603404	49112769.7341161	1.09466843071603	0.00367515895075426
CADM4	0	2.9726665246973	121.02817577604	0	1134260.73971344	48153068.5316863	1.09414774623571	0.00367341084313128
POLA1	0	4.47275105874742	353.468242196751	0	335601.64994324	48950619.2498934	1.09413002960587	0.00367335136262658
TSPAN6	0	5.90008468171923	289.180586389151	0	427109.922018027	48851644.4886588	1.0940106795153	0.00367295066544619
DMWD	0	5.2476813863116	375.557784760759	0	304426.908377781	48959395.9965236	1.09377198768549	0.00367214929912358
NASP	0	4.72925103269003	514.793003950617	0	458927.363325383	48801014.0636483	1.09370993590004	0.00367194097104149
SMTN	0	4.83186126724947	163.375970911256	0	840340.293076838	48388877.8274812	1.09321872518807	0.0036702918164718
VASN	0	3.20548414267637	2384.96851432314	0	731663.019248782	48440983.3096357	1.09231401885206	0.0036672544222296
KIFC1	0	5.67010669559788	378.944929347773	0	121697.632160825	49024398.3928773	1.09188932112374	0.00366582857343939
COL7A1	0	2.99858331534917	6.76232112869851	0	866267.92250994	48174592.6897132	1.09020534680812	0.00366017492242944
SLC22A23	0	4.50533865531949	365.163697432957	0	13582.3763380268	48964346.9463972	1.08919783860904	0.00365679238880383
ENSG00000158427	0	3.50965146487005	20.8942189916523	0	14671.7117216158	48927913.2828336	1.08863182920215	0.00365489211061951
SPDL1	0	5.4117579837298	931.671038608791	0	463917.665559361	48454789.2495738	1.08824937726337	0.00365360809472336
ENSG00000232098	0	3.08361119302313	532.810675348674	0	443168.2342359	48329839.3791731	1.08591459774851	0.00364576947839781
TPM1	0	5.42394255768332	292.727371402877	0	958846.371774306	47799569.8677153	1.08568066867794	0.00364498410221135
NUF2	0	7.51788005042029	421.330207787386	0	0	48737131.7594609	1.0853394005054	0.00364383835365067
ETV4	0	3.78370130915667	3070.36768007974	0	88824.372972412	48594066.3916822	1.08446952997205	0.00364091791455978
TROAP	0	7.84990421166751	274.862392440073	0	87885.5705241585	48552329.3552885	1.08378494075211	0.00363861952526797
THAP9-AS1	0	3.16858338285875	677.335046992629	0	448573.004161709	48134064.7817991	1.08286104410001	0.00363551770287566
PAICS	0	4.31553411580101	1170.64574775412	0	220256.204502117	48322028.2047745	1.08221334138634	0.00363334315361599
TMEM132A	0	4.93192929500928	86.0607446323733	0	585996.333948115	47828143.0149039	1.08015551436065	0.00362643435712534
NPDC1	0	6.57026648747053	134.746134931038	0	1657777.98088031	46742134.5022307	1.0799269571875	0.00362566701615058
FANCM	0	3.07069439218257	220.63867526535	0	18778.3993282084	48355716.6234267	1.07951857426023	0.00362429594146862
HJURP	0	6.96844483920156	477.595731515393	0	512519.465005757	47857339.0788923	1.07944407336859	0.00362404581767674
PGAP1	0	3.89126607214314	232.951502749246	0	1054842.63906593	47288043.0815418	1.07901062304787	0.0036225905835792
TSPYL2	0	5.61796093056443	441.023122658266	0	629499.760482204	47595746.3926097	1.07711937575306	0.00361624104957549
FAM83D	0	9.81086252556508	1027.20782590658	0	615606.951009049	47593400.1472954	1.07685820515052	0.00361536421468132
IFT57	0	3.81257774644765	605.218622878508	0	3133036.51784178	45065959.4356049	1.07669718493983	0.00361482361731688
ASF1B	0	7.01008462845055	630.154217151051	0	262954.461639851	47566070.0931621	1.07073994144206	0.00359482320792504
SH3D19	0	3.75742974206197	176.272120766061	0	960402.86734468	46780935.0006863	1.06932613045188	0.00359007658331302
HECW2-AS1	0	2.90256629576285	40.2183470002082	0	753922.240117338	46925550.7573475	1.06832821854878	0.00358672626758285
OSMR	0	4.763514704432	26.2667239183807	0	477324.030815646	47165297.9798254	1.06773362107405	0.00358473000993073
CCDC173	0	2.9686214184305	7.48503894775774	0	830157.617506522	46772276.7193599	1.0670850387437	0.003582552507511
TK1	0	7.08532049986829	396.271466824111	0	22478.7127748185	47561966.1521464	1.06679465991682	0.00358157761108138
MNS1	0	4.14357418453792	176.916867983833	0	22646.3639945041	47443296.9925829	1.064881087418	0.00357515312408641
ENTR1	0	4.90226653377791	387.803857831239	0	675597.629079543	46604646.2971823	1.06187970435732	0.00356507650224314
NCAPG	0	11.4729671053229	510.794478872179	0	32281.0951324301	47218679.6997687	1.06140611223093	0.00356348649901156
RAB11FIP5	0	5.65494697092359	239.755198073912	0	225480.393451362	46967048.8364562	1.06046086077342	0.0035603129815726
SNHG1	0	4.52525060825058	349.994242754887	0	333127.101918909	46600889.7949764	1.05627494956238	0.00354625951239174
SPEG	0	5.39153956451316	384.736201657997	0	2249489.51432395	44463373.4550702	1.05268883186097	0.00353421974564687
ADAM23	0	3.07789817160375	398.630571260163	0	39854.814796511	46642561.4366751	1.052194751795	0.00353256095771996
CENPO	0	3.26309204369951	1117.58271615829	0	326170.023548085	46234697.3110379	1.05022139315821	0.00352593574916042
LINC01572	0	3.51432005407608	26.9127219270249	0	1208909.55766667	45290882.0040865	1.04922927765108	0.00352260489382203
CDCA5	0	8.64037802440287	565.333155764406	0	95444.2995288206	46339679.888916	1.04817842242536	0.00351907683009023
CDC7	0	3.0966631154479	203.877207726095	0	256689.088229943	46162296.7837426	1.04791610831801	0.00351819615607746
DLG5	0	10.5574931931364	295.698870053814	0	699094.625773416	45718047.5390783	1.04788613885916	0.0035180955388295
ELOVL6	0	7.81097187204351	412.292599633493	0	596145.340114114	45807857.2061864	1.04767254471043	0.00351737843360793
CHST10	0	3.10181396050668	339.236942177781	0	36223.3079925199	46361092.1176044	1.04756383415125	0.00351701345680456
NAT14	0	4.64656374244787	537.386812156227	0	645389.99148584	45740605.5272667	1.04737979974884	0.00351639559329237
LMNB1	0	4.55387944630089	8.6832648313955	0	1208909.55766667	45044656.9151692	1.04522588759903	0.00350916420770163
PLS3	0	9.1115367399535	242.640944903093	0	14096.0194972094	46239305.1198562	1.0452231974295	0.00350915517592515
DUBR	0	3.85687248957376	15.0789532201332	0	0	46193935.853429	1.04425545282692	0.00350590614166194
SH3BGRL2	0	4.1797503518499	130.451468012425	0	170662.548278099	45919109.0757702	1.04255943164877	0.00350021204540537
AGAP1	0	7.90001412935712	327.777486182006	0	1334254.82429481	44647845.7341486	1.04080518320051	0.00349432246121206
TRPV3	0	3.43166376828415	379.47002810042	0	179415.568972764	45771895.6577009	1.04030333161025	0.0034926375817434
PERP	0	8.97712632461332	184.908475997558	0	389784.791018118	45428438.8131523	1.0381329820394	0.00348535101036914
TTF2	0	3.7763271236245	3060.77801638021	0	987151.005902911	44766518.1229745	1.03707961317095	0.00348181450751884
ZC4H2	0	2.87293512004941	98.4154671313529	0	11622.3350777341	45734288.9354889	1.03695299617458	0.00348138941296559
ARHGEF26	0	4.66983779155934	53.5442837461009	0	1208909.55766667	44340244.3100799	1.03373968018716	0.00347060126316478
COL1A1	0	4.03673348483421	322.757287305662	0	117456.943732581	45290052.2890989	1.03142402469669	0.00346282685242647
SKA1	0	6.57401255569008	256.483885405319	0	36863.2259007543	45338355.938765	1.03089585260156	0.00346105360643846
TSPAN13	0	4.36137249932159	101.789835590408	0	1172828.43867434	44091740.0899807	1.02908512953154	0.00345497441852057
KHDRBS3	0	5.14535544564602	21.073300773096	0	45708.9077937816	45161855.6203153	1.02815181391374	0.0034518409735884
UBE2S	0	5.07400878064435	65.2121929431177	0	1239909.06558575	43940077.7257407	1.02770017065109	0.0034503246598511
LRP11	0	5.03061923499764	0.67363026383377	0	1745405.35654037	43418630.7816925	1.02743891003324	0.00344944752274616
RCC1	0	3.55389626661539	1453.57258148187	0	245364.298450648	44854320.3735273	1.02638461524515	0.00344590791128168
CDC20	0	7.59399389327283	288.199723761008	0	3469.83400630027	45033599.7332828	1.02535836359065	0.00344246244976299
MTX3	0	3.02745862805169	1619.72790303688	0	2383622.95666398	42613337.2597646	1.02470076778995	0.00344025468618352
DLGAP5	0	9.2104309932403	181.727198182753	0	4045.90007180503	44977909.9131546	1.02445472730679	0.00343942864803484
TYRO3	0	7.34367575832429	1.8096346012934	0	512519.465005757	44425638.5086513	1.0237364038913	0.00343701700204604
KIF4A	0	10.4537551022795	350.90145718369	0	14384.5131259358	44877762.9841239	1.02298158013069	0.00343448281249404
GNAO1	0	3.200451235731	128.232863341294	0	468835.476135315	44396672.5246592	1.02254444751417	0.00343301521572849
IGF2BP3	0	9.63711989627514	11.4429030894142	0	132958.735983248	44633310.9017598	1.02091538609553	0.00342754592522367
DNAJC9	0	3.44477525719159	394.38576351947	0	279457.570562538	44424460.7435805	1.01989133194612	0.00342410784144626
TEAD3	0	3.61190107463407	66.4212280882172	0	262004.911979268	44276428.2070995	1.01717147235406	0.00341497638570675
WDR3	0	4.82919043114958	51.4599805980993	0	74053.9447463557	44334606.0652515	1.01503658506045	0.00340780887276328
RFC2	0	3.89128820806648	105.830136323223	0	466668.51362647	43854866.8717294	1.0136023247336	0.00340299359305845
ARL6	0	3.32358877845113	207.392285893742	0	398535.917329873	43865236.481993	1.01265098553975	0.00339979963710305
BIRC5	0	8.30763878632032	301.459462396307	0	0	44247448.8120734	1.01238207793894	0.00339889682658223
ARHGEF12	0	4.7704163106956	2573.63772005125	0	703685.522184561	43434601.1864115	1.01058307485243	0.00339285698647149
PIMREG	0	5.53733909174815	207.706653056108	0	64495.1662711388	44072824.5164687	1.01056713260107	0.00339280346313405
SMAD5	0	3.28176657542837	5596.99206621663	0	357296.764954289	43761881.3200341	1.01026803466053	0.00339179929379614
NUSAP1	0	7.30322595252546	2433.29801936287	0	340792.73382657	43767418.1947087	1.01008720401351	0.00339119218633572
NDRG4	0	4.89489571008544	160.213975394314	0	591633.646699252	43514109.6154996	1.01004651445764	0.00339105557822567
CFH	0	4.4012499802898	10.1463253093233	0	452282.122287566	43609927.6496786	1.00932858226536	0.00338864524570079
LIF	0	5.08625646396372	440.65878899376	0	201681.119853891	43798951.8466196	1.00831274968176	0.0033852347644013
KIF14	0	9.11311400883318	164.993594749697	0	84952.2439277121	43887289.5615977	1.0078442466483	0.00338366184691456
CKB	0	3.06415061432034	30.6052869118319	0	300875.198458687	43654281.2089351	1.00756226734933	0.00338271515043967
ASIC1	0	3.67352368475472	13.9008077697092	0	202943.643410529	43686333.1475945	1.00647469545021	0.00337906381686005
ENSG00000281344	0	4.03219207902049	263.603578849929	0	1543802.3793808	42327387.3588036	1.00617602587456	0.00337806108568273
ATAD2	0	5.49728381695174	1193.50881848579	0	1004817.01945023	42850623.8770166	1.00591593885213	0.00337718788872042
GLI3	0	5.67783621729802	75.4785747702493	0	122180.981971224	43712379.0388483	1.00557105762845	0.00337603000996865
DSCC1	0	5.90273657406166	361.393517963632	0	210952.508660689	43514897.8493592	1.00377479907779	0.00336999938415987
DCBLD1	0	2.86264755959822	101.806239465534	0	64237.1052461039	43603045.8500599	1.00280654543182	0.00336674864087201
DBNDD1	0	4.43401212522767	2826.56991508421	0	2274072.76001726	41383867.2832133	1.00265205202692	0.00336622995612336
GNAZ	0	3.26721435047397	114.595702653451	0	0	43545942.8494537	1.00079935701708	0.00336000985471422
SNORA73B	0	3.33209028849495	167.67452910804	0	416678.981378502	43115756.4867363	1.00057582330772	0.00335925937914583
CFL2	0	5.06478186535951	173.783571239477	0	663114.422911587	42857238.9452275	1.00037586013236	0.00335858803754764
MAMLD1	0	3.46669655343715	100.969767530853	0	1358248.72988823	42020924.6612293	0.998038126498751	0.00335073950328197
SACS	0	3.88455688028126	605.927331945255	0	430075.213852567	42551217.8025523	0.991438315406947	0.00332858178490192
THSD1	0	3.11154885527564	4.69597610602504	0	837349.002302672	42077545.246884	0.990335268728436	0.00332487849744073
PLK1	0	8.86801727741599	388.272289706546	0	24921.6944974956	42874577.308554	0.990079447645694	0.00332401962262928
ATAD5	0	3.95992476906356	920.687314761153	0	333127.101918909	42559504.0260812	0.98996531664409	0.00332363644763279
ELOVL7	0	5.15643265681635	0	0	1259975.67031629	41432477.3662667	0.986636485886254	0.00331246047707227
SUN1	0	3.47592249106779	1327.76207223528	0	32688.0708289834	42571824.0813854	0.985172705595953	0.00330754608922214
C14ORF132	0	5.83961179804169	254.082886264138	0	226556.656654094	42372270.3525299	0.985078047019801	0.00330722828950887
FANCI	0	8.97959663954327	726.714014257574	0	122412.995060901	42413151.0843357	0.984024469931821	0.00330369108759772
OLFML2A	0	3.8246512521377	117.978524212726	0	443178.482195411	42055810.5760979	0.98341515157424	0.00330164540714062
FSD1	0	5.56165049756606	102.307104503805	0	2183436.50925898	40287451.3717965	0.982946902742608	0.0033000733430923
ENSG00000280604	0	3.30351264582915	1112.54020879469	0	0	42451508.2631525	0.982623930381651	0.00329898901953833
CAMK2N1	0	6.82520465307391	492.763136969557	0	638926.766480582	41760323.7458071	0.981752819416506	0.00329606441591332
SLC7A5	0	3.97083196339262	165.937001420259	0	1357348.82767865	40980353.4310107	0.98072645474926	0.00329261857497398
GTSE1	0	8.42706661911911	99.6776585417892	0	113975.485622337	41889016.519924	0.975137568303554	0.00327385486034648
PARD3B	0	2.93444138738695	159.476294766643	0	196399.183078605	41793313.0315576	0.974915569923253	0.00327310953937849
GRPEL2	0	3.24675263686421	239.445459282791	0	12177.8848997893	41899048.706783	0.973603123414356	0.00326870322839042
DUT	0	4.37763904523902	173.475722612228	0	239535.814467417	41557965.2040209	0.971700168367113	0.00326231438764328
PRSS23	0	7.02614997909302	217.589166930818	0	1004702.67988173	40758668.7267257	0.971128799397251	0.00326039611565804
KLF5	0	4.56465418096683	123.518207879689	0	292326.010547605	41468604.3029609	0.971087927681939	0.00326025889597933
DUSP4	0	3.3455844454171	1492.85823019484	0	493032.492978566	41169421.2493718	0.969438556234705	0.00325472141808435
LRIG2	0	4.48061226102641	92.0398566912181	0	12364.06357669	41608538.9830996	0.96874230162979	0.00325238386429047
PFDN4	0	2.9624134299225	164.999955912213	0	334354.640698296	41216424.6733875	0.967566814270286	0.00324843736983648
UBE2C	0	11.4330422349065	291.306723443452	0	355804.410494026	41081691.5132743	0.965666665425581	0.00324205795042652
NEK2	0	7.25694412116192	279.807899484462	0	0	41356833.3172797	0.964312791896343	0.00323751255541964
CENPN	0	3.52142324408989	93.8423974552908	0	682833.333808742	40627386.0323555	0.96353006762538	0.00323488469475454
PLEKHG5	0	4.87628509813173	111.252800681106	0	280965.125209731	40915176.8560867	0.961613478329513	0.00322845007938793
DDR2	0	4.66084869664026	55.0005112613359	0	1319248.44949452	39732346.5877952	0.959182840952228	0.00322028963695394
SPRY1	0	3.11349642892688	6.02649945554768	0	1139842.9831455	39737215.9086366	0.95624472253625	0.00321042541515685
GNG11	0	4.78203171988407	0	0	0	40748437.0905257	0.954077272034613	0.00320314857690346
CDC6	0	8.48663903805961	261.068995975506	0	0	40712484.2260087	0.953471075522337	0.00320111337749925
NBEA	0	3.02515389826381	422.263848967336	0	121305.714998754	40588042.2308034	0.953418188009331	0.00320093581686869
AMPH	0	3.89281760261282	11.8337659030412	0	23067.4445304435	40638998.4023157	0.952620725348747	0.00319825847462268
TWNK	0	3.5737862730382	618.237660271324	0	141965.292870215	40462789.5248193	0.951653766020472	0.00319501207678146
DHFR	0	4.26450927383429	251.473397021268	0	49335.2665802234	40535415.9401487	0.951316172488285	0.00319387866518693
GLIS3	0	6.04145285245284	138.894782863143	0	318579.79621326	40252081.6590549	0.951078357009914	0.00319308024106193
CDC25C	0	4.88401492053129	418.898555745453	0	259912.165916649	40300895.2894319	0.950912021406868	0.00319252179819173
SGO1	0	5.4345451307741	530.345938089762	0	244942.338361741	40265419.52084	0.950060322024548	0.0031896623655814
RPL22L1	0	3.19501104902117	114.61003191684	0	487814.532810472	39944953.6866129	0.948749688141168	0.00318526214016838
